id,rate
17173,241
17083,247
17093,254
17000,259
17137,289
17109,310
17165,310
17135,317
17195,318
17057,336
17073,343
17007,357
17107,399
17103,435
17141,443
17021,479
17117,504
17037,550
17055,565
17095,583
17081,610
17099,623
17077,649
17091,684
17121,707
17111,710
17029,731
17179,734
17001,771
17161,792
17199,818
17163,959
17019,986
17113,998
17183,1041
17097,1169
17115,1295
17089,1378
17197,1521
17143,1595
17043,1727
17167,2792
17119,2824
17201,3046
17031,13461
18999,0
18115,15
18159,34
18161,43
18171,48
18007,56
18073,63
18111,66
18165,73
18121,84
18139,87
18015,88
18155,90
18153,90
18045,94
18131,98
18101,98
18049,100
18013,100
18009,103
18087,105
18137,107
18147,109
18181,110
18055,114
18083,114
18179,115
18129,119
18029,125
18031,129
18119,135
18183,137
18051,141
18125,149
18001,150
18025,156
18117,163
18075,169
18099,172
18047,178
18027,182
18133,188
18033,196
18173,197
18069,203
18011,213
18135,222
18021,223
18023,229
18123,232
18149,232
18113,234
18093,235
18169,242
18175,249
18065,261
18061,279
18063,280
18041,280
18043,284
18059,284
18107,285
18037,287
18143,311
18151,315
18103,347
18077,348
18019,350
18145,353
18057,369
18085,374
18017,374
18079,382
18067,421
18105,423
18071,467
18177,529
18109,554
18081,619
18127,677
18167,679
18005,718
18091,768
18053,833
18157,980
18035,983
18095,1011
18141,1431
18163,1533
18039,1959
18003,1983
18089,2108
18097,6633
19093,0
19143,0
19159,11
19119,12
19051,13
19003,13
19151,13
19173,14
19075,15
19131,16
19147,18
19009,18
19107,18
19189,19
19185,19
19167,19
19121,20
19069,20
19161,21
19053,21
19115,22
19195,23
19001,23
19071,23
19177,23
19165,23
19091,23
19089,25
19135,26
19081,26
19191,28
19055,28
19031,29
19021,30
19025,31
19157,31
19039,32
19037,32
19073,33
19095,33
19035,34
19059,35
19149,36
19077,36
19043,37
19063,39
19023,39
19109,40
19129,41
19141,41
19171,41
19133,41
19017,42
19105,42
19079,43
19197,45
19137,46
19047,47
19041,49
19101,49
19067,49
19029,49
19005,49
19019,49
19117,52
19175,55
19097,56
19183,57
19181,57
19011,58
19083,60
19027,62
19085,64
19007,72
19049,72
19125,79
19123,84
19065,99
19015,99
19139,137
19179,149
19145,150
19057,164
19099,167
19061,170
19087,203
19169,216
19033,236
19127,237
19045,242
19103,265
19111,326
19187,358
19155,505
19193,519
19113,574
19013,696
19163,703
19153,1302
21999,0
21201,41
21057,42
21171,45
21225,56
21105,61
21233,74
21053,75
21213,78
21229,82
21123,84
21143,85
21169,85
21039,94
21007,96
21139,103
21103,103
21035,105
21223,107
21187,109
21215,112
21219,116
21185,122
21055,127
21091,128
21181,129
21031,129
21003,132
21061,133
21075,140
21045,142
21079,148
21207,151
21027,152
21155,152
21161,153
21077,153
21087,156
21167,163
21163,170
21099,171
21211,176
21097,177
21145,177
21221,180
21023,184
21063,184
21189,189
21021,194
21141,195
21165,196
21005,198
21001,209
21131,212
21033,225
21239,235
21137,238
21203,247
21191,248
21129,269
21009,273
21041,274
21231,281
21147,293
21107,302
21069,303
21237,307
21135,310
21127,350
21153,351
21101,354
21017,359
21159,359
21183,360
21175,376
21093,383
21011,387
21109,430
21025,432
21205,438
21089,440
21115,443
21119,468
21029,500
21095,517
21149,523
21085,528
21197,530
21047,530
21065,533
21081,539
21217,564
21043,571
21133,572
21013,582
21173,587
21199,632
21051,642
21193,659
21179,668
21113,671
21073,702
21049,731
21177,733
21209,734
21015,796
21083,892
21157,924
21227,939
21151,941
21019,1025
21037,1106
21235,1229
21121,1351
21125,1576
21195,1582
21071,1632
21059,1763
21117,2279
21067,2789
21111,7205
22999,12
22999,12
22035,28
22035,28
22107,32
22107,32
22023,48
22125,48
22023,48
22125,48
22065,72
22065,72
22091,96
22091,96
22123,112
22123,112
22081,132
22081,132
22021,160
22021,160
22041,184
22041,184
22049,216
22049,216
22025,224
22025,224
22093,240
22093,240
22029,252
22029,252
22059,264
22059,264
22111,268
22111,268
22037,292
22037,292
22013,336
22013,336
22085,352
22085,352
22083,368
22083,368
22077,400
22077,400
22053,404
22053,404
22115,420
22115,420
22011,432
22011,432
22121,440
22027,440
22121,440
22027,440
22069,456
22069,456
22031,460
22031,460
22075,468
22075,468
22003,476
22003,476
22127,516
22127,516
22095,556
22095,556
22089,616
22089,616
22047,728
22047,728
22007,784
22007,784
22043,808
22043,808
22113,824
22113,824
22061,884
22061,884
22009,1008
22009,1008
22067,1124
22067,1124
22119,1128
22119,1128
22001,1160
22001,1160
22099,1276
22099,1276
22087,1288
22087,1288
22039,1500
22039,1500
22101,1652
22101,1652
22105,1912
22105,1912
22117,2096
22117,2096
22005,2156
22005,2156
22015,2180
22015,2180
22097,2204
22097,2204
22045,2408
22045,2408
22073,2852
22073,2852
22103,2948
22103,2948
22057,2968
22057,2968
22109,3712
22109,3712
22055,4524
22055,4524
22063,4612
22063,4612
22019,4756
22019,4756
22079,4916
22079,4916
22017,6556
22017,6556
22033,6716
22033,6716
22051,8020
22051,8020
22071,9504
22071,9504
23999,192
23021,419
23015,601
23023,620
23027,719
23029,797
23009,807
23013,813
23007,953
23025,1218
23017,1399
23003,2398
23011,2677
23019,3492
23005,3706
23031,3789
23001,4256
25000,36
25029,119
25047,199
25041,228
25039,239
25035,246
25023,290
25027,311
25017,342
25037,357
25011,381
25009,383
25013,396
25019,434
25031,634
25001,639
25045,643
25021,786
25025,822
25015,866
25043,1103
25033,1470
25003,1959
25005,3290
25510,6502
26999,0
26019,14
26007,73
26000,229
26011,781
26015,793
26001,1580
26003,1678
26021,2225
26023,2754
26013,4328
26009,4805
26025,4921
26017,5794
26027,6489
26005,6892
28155,29
28999,29
28069,34
28125,38
28031,41
28081,43
28133,46
28077,48
28101,51
28011,57
28107,57
28073,60
28149,62
28117,67
28167,68
28089,70
28063,73
28165,76
28135,80
28033,85
28075,86
28051,87
28105,90
28173,94
28143,117
28071,121
28023,131
28029,135
28055,140
28129,157
28121,158
28043,161
28039,165
28159,166
28087,168
28151,169
28045,172
28157,175
28161,185
28103,192
28113,193
28127,194
28079,214
28153,239
28057,253
28093,264
28091,278
28083,289
28019,290
28097,312
28065,316
28085,331
28001,335
28099,339
28119,345
28047,346
28131,350
28049,361
28015,366
28169,389
28017,402
28025,423
28147,435
28013,469
28115,477
28095,482
28067,507
28009,530
28021,564
28027,580
28005,582
28041,591
28141,653
28061,676
28111,720
28139,800
28059,803
28007,844
28163,966
28109,1052
28171,1158
28035,1189
28145,1373
28037,2264
28137,3254
28003,3261
28123,5881
28053,12520
29055,0
29143,0
29000,12
29103,20
29125,21
29037,23
29157,26
29021,26
29155,26
29025,32
29053,32
29135,34
29097,34
29129,35
29041,38
29019,39
29119,40
29061,42
29071,43
29063,44
29009,46
29013,46
29015,47
29147,50
29069,51
29023,52
29005,52
29087,53
29133,54
29111,57
29161,61
29145,67
29079,67
29065,68
29031,68
29153,70
29017,71
29105,72
29077,72
29131,74
29027,75
29043,77
29107,80
29159,82
29051,83
29029,83
29137,87
29011,88
29101,92
29127,95
29123,97
29095,104
29001,105
29117,107
29139,108
29007,113
29151,125
29033,125
29057,127
29113,138
29039,139
29163,139
29085,141
29045,150
29093,151
29089,153
29091,162
29067,189
29073,199
29099,201
29115,206
29141,231
29149,265
29003,282
29081,315
29109,381
29121,382
29083,416
29035,426
29075,569
29059,720
29049,732
29047,1328
30227,0
30129,12
30087,13
30005,15
30999,15
30075,16
30103,19
30081,25
30197,25
30171,27
30033,33
30211,37
30205,38
30025,40
30045,41
30063,43
30137,48
30003,49
30151,49
30147,49
30061,49
30089,53
30173,54
30041,55
30079,55
30199,56
30035,58
30111,60
30057,61
30121,64
30053,66
30049,71
30125,76
30135,76
30153,76
30179,87
30085,87
30001,88
30115,88
30157,89
30073,92
30186,97
30139,116
30067,116
30017,118
30155,127
30185,128
30133,129
30203,132
30195,136
30177,139
30223,141
30123,145
30181,145
30007,149
30093,160
30119,160
30065,169
30011,171
30143,172
30107,176
30059,178
30101,181
30225,186
30013,192
30229,200
30149,201
30039,203
30117,206
30163,218
30219,223
30015,225
30207,233
30209,244
30083,249
30027,261
30105,266
30043,281
30215,282
30069,285
30217,293
30141,302
30165,303
30169,307
30175,318
30055,324
30127,357
30037,358
30167,365
30131,370
30201,378
30009,392
30213,404
30023,421
30109,441
30159,450
30145,455
30051,487
30031,489
30029,541
30161,548
30113,564
30221,605
30183,606
30071,728
30019,728
30091,803
30021,856
30047,997
30099,1111
30187,1322
30097,1374
30077,1700
30189,2434
30510,3289
30095,5345
31057,0
31011,0
31107,0
31079,0
31999,0
31045,0
31051,0
31039,0
31019,0
31033,0
31037,0
31000,0
31059,0
31055,0
31025,0
31097,0
31015,0
31091,0
31099,0
31071,0
31007,16
31061,16
31095,17
31065,17
31077,17
31105,19
31021,19
31101,20
31009,21
31027,22
31073,22
31083,23
31001,24
31005,26
31087,28
31043,37
31085,37
31089,50
31003,56
31017,62
31023,62
31067,68
31041,69
31035,77
31081,122
31053,162
31047,190
31031,191
31013,288
31049,289
31093,303
31063,504
31029,572
31111,741
32071,0
32115,0
32009,0
32171,0
32073,0
32103,0
32091,0
32007,0
32149,0
32031,0
32015,0
32163,0
32063,0
32051,0
32027,0
32113,0
32029,0
32085,0
32167,0
32077,0
32175,0
32069,0
32049,0
32017,0
32057,0
32161,0
32011,0
32143,0
32023,0
32083,0
32039,0
32061,0
32137,0
32065,11
32045,11
32097,11
32037,11
32133,12
32087,12
32035,12
32123,13
32021,13
32107,13
32179,13
32099,13
32081,14
32125,14
32139,14
32169,14
32059,15
32127,15
32181,16
32033,16
32129,17
32093,18
32173,19
32041,19
32003,21
32105,22
32089,24
32043,26
32177,27
32121,28
32095,29
32159,29
32141,31
32147,32
32047,32
32145,32
32151,34
32101,35
32131,39
32119,57
32185,60
32013,66
32155,66
32025,76
32001,97
32053,112
32019,112
32000,117
32157,144
32067,167
32111,172
32153,216
32079,238
32109,1451
32055,1479
33011,0
33009,0
33017,0
33027,0
33015,0
33021,13
33831,16
33033,17
33013,23
33000,67
33803,77
33005,97
33001,157
33007,163
33023,168
33019,200
33510,282
33731,566
33703,1941
34000,93
34005,152
34019,163
34003,172
34007,176
34009,260
34001,292
34015,469
34017,844
34013,867
34011,1756
35019,110
35041,199
35009,256
35035,292
35033,308
35037,315
35027,351
35005,687
35015,730
35003,746
35001,876
35025,944
35011,968
35039,977
35023,1008
35021,1184
35017,1305
35031,1475
35029,1493
35007,1955
35013,3420
36021,0
36028,0
36003,11
36059,12
36011,20
36019,24
36023,24
36033,31
36051,56
36006,64
36027,79
36037,86
36029,95
36031,101
36041,102
36053,109
36057,112
36017,112
36007,116
36025,178
36035,191
36055,192
36015,230
36043,245
36005,261
36009,266
36047,287
36061,290
36039,333
36045,356
36049,461
36013,1000
36001,2266
37041,47
37079,117
37049,206
37097,212
37999,217
37095,287
37121,291
37123,312
37099,325
37025,326
37107,365
37077,372
37037,411
37031,441
37021,466
37017,487
37053,490
37073,490
37087,496
37051,500
37039,502
37043,509
37023,540
37033,599
37003,655
37045,702
37117,705
37109,718
37115,728
37113,749
37105,750
37069,878
37019,993
37015,1010
37101,1019
37011,1025
37057,1050
37027,1078
37009,1085
37089,1224
37111,1347
37091,1436
37035,1452
37071,1696
37075,1896
37083,1944
37005,2171
37119,2178
37093,2211
37065,2421
37013,2551
37001,2640
37059,2673
37063,2706
37067,4238
37103,5737
37055,5968
37029,9361
37061,47872
38095,21
38177,23
38073,33
38029,41
38187,52
38137,84
38149,84
38005,85
38079,97
38143,97
38199,99
38185,111
38091,113
38041,118
38043,119
38121,119
38103,121
38053,129
38131,137
38075,140
38009,149
38189,155
38011,161
38037,162
38175,165
38055,169
38117,171
38007,177
38115,179
38015,183
38059,189
38033,190
38113,207
38197,222
38077,249
38123,254
38173,264
38163,292
38181,292
38169,305
38003,307
38013,320
38139,323
38093,324
38039,336
38141,353
38165,364
38069,372
38135,377
38083,383
38145,388
38061,397
38031,402
38017,430
38193,452
38125,464
38167,484
38105,488
38107,493
38179,498
38099,501
38153,544
38195,547
38065,586
38191,616
38111,650
38049,655
38047,727
38089,755
38127,775
38171,783
38063,785
38085,794
38101,859
38027,891
38147,924
38157,943
38151,1010
38025,1016
38001,1041
38109,1058
38133,1068
38087,1080
38019,1133
38023,1158
38159,1192
38097,1216
38161,1243
38035,1277
38045,1362
38067,1503
38129,1551
38057,1555
38155,1576
38081,1759
38021,1800
38183,2024
38051,2410
38071,2416
38119,2799
39033,0
39011,0
39027,0
39041,0
39037,0
39065,0
39001,0
39023,0
39039,0
39081,0
39013,0
39029,0
39021,0
39045,0
39031,0
39091,0
39025,0
39051,0
39095,0
39047,0
39063,0
39083,0
39073,0
39103,0
39075,0
39043,0
39019,0
39097,0
39009,12
39099,12
39067,13
39049,13
39055,13
39069,14
39061,14
39085,15
39053,18
39057,18
39003,32
39077,42
39089,58
39071,68
39105,82
39059,89
39093,91
39005,109
39079,118
39035,148
39101,164
39015,182
39017,304
41121,130
41111,134
41175,154
41137,157
41069,245
41161,272
41107,273
41115,287
41055,290
41123,304
41171,304
41075,307
41159,319
41163,335
41067,359
41019,374
41125,393
41011,402
41051,416
41117,423
41135,429
41073,460
41091,463
41065,466
41021,481
41033,517
41105,547
41005,549
41063,567
41097,568
41001,570
41167,576
41031,593
41037,600
41147,602
41039,621
41053,658
41131,667
41173,695
41079,713
41149,722
41083,752
41143,758
41041,775
41027,784
41165,810
41047,860
41077,860
41015,891
41013,907
41109,972
41059,1013
41127,1042
41129,1063
41003,1083
41103,1105
41029,1157
41087,1162
41071,1248
41009,1276
41169,1277
41145,1280
41139,1282
41101,1321
41133,1374
41043,1389
41045,1454
41999,1539
41081,1542
41085,1607
41141,1688
41057,1689
41007,1786
41157,1921
41025,2005
41155,2629
41023,2891
41089,3000
41099,3002
41119,3013
41093,3916
41017,4094
41151,5215
41153,6910
41113,7117
41095,7729
41061,9558
41049,14909
41035,15726
42025,0
42129,0
42999,0
42043,0
42059,11
42007,14
42057,18
42139,18
42093,18
42045,19
42003,31
42053,33
42151,36
42033,38
42085,45
42149,46
42029,49
42073,50
42055,50
42141,53
42067,55
42077,57
42011,61
42103,63
42063,67
42039,72
42075,74
42105,78
42099,82
42127,95
42069,108
42095,112
42015,114
42107,119
42061,126
42000,143
42035,145
42009,152
42091,154
42153,158
42005,163
42117,164
42133,172
42137,175
42049,176
42023,188
42089,201
42081,206
42001,209
42113,223
42087,251
42083,261
42051,265
42115,313
42065,330
42121,332
42123,335
42017,365
42097,372
42021,373
42145,383
42013,396
42125,413
42041,436
42071,475
42119,479
42131,495
42047,496
42111,512
42147,520
42135,537
42079,639
42037,651
42019,663
42031,867
42101,909
42027,1433
42143,5011
42109,5423
43000,0
43999,0
43069,0
43055,12
43021,15
43037,46
43023,52
43025,52
43049,67
43063,68
43027,88
43001,130
43015,163
43031,167
43057,232
43061,270
43045,325
43065,335
43003,336
43007,352
43013,369
43059,489
43009,535
43053,600
43011,667
43041,733
43035,758
43071,857
43033,1169
43017,1274
43019,1548
43043,1555
43067,1824
43029,2126
43005,2527
43047,2709
43039,3361
43051,7637
45053,16
45113,30
45023,44
45005,53
45063,64
45099,68
45105,79
45057,88
45093,97
45067,100
45019,114
45125,118
45119,120
45007,124
45001,138
45075,143
45109,150
45051,155
45123,156
45009,159
45031,164
45059,165
45115,179
45131,180
45103,206
45111,215
45035,217
45117,243
45127,246
45041,274
45061,274
45047,285
45129,290
45043,294
45065,298
45039,317
45087,348
45021,352
45037,357
45033,374
45055,379
45073,382
45029,397
45025,432
45083,460
45027,496
45013,498
45015,513
45097,579
45121,588
45089,626
45085,689
45095,699
45133,815
45107,841
45091,852
45003,1008
45011,1013
45017,1055
45081,1085
45069,1205
45077,1207
45045,1208
45071,1559
45049,1767
45079,1912
45101,4816
48005,12
48065,32
48009,54
48037,61
48011,69
48017,72
48049,75
48053,84
48061,89
48081,93
48001,110
48069,137
48039,154
48089,174
48067,180
48023,182
48013,190
48029,237
48027,241
48071,247
48025,251
48035,267
48033,277
48043,291
48073,303
48087,328
48031,338
48059,386
48057,445
48015,451
48075,459
48021,464
48047,498
48085,635
48055,644
48007,790
48003,863
48091,904
48041,991
48019,994
48077,1479
48051,1483
48083,1513
48063,1622
48079,1791
48045,2665
49075,0
49043,0
49069,0
49061,0
49049,0
49107,0
49111,0
49055,0
49003,0
49009,0
49091,0
49063,0
49045,0
49095,0
49021,0
49117,0
49073,0
49105,0
49077,0
49053,0
49087,0
49101,0
49025,0
49017,0
49097,0
49125,0
49015,0
49057,0
49037,0
49051,0
49085,0
49137,11
49039,13
49079,14
49123,14
49067,14
49129,15
49047,15
49999,15
49033,16
49109,17
49031,18
49071,19
49115,19
49011,24
49027,24
49127,26
49007,27
49083,28
49121,29
49023,29
49041,32
49005,33
49035,34
49019,36
49065,54
49029,54
49135,55
49081,57
49013,59
49093,64
49113,82
49099,385
49103,506
50127,29
50137,33
50135,40
50175,55
50027,62
50169,68
50101,76
50083,79
50171,98
50061,101
50047,105
50075,105
50015,118
50161,118
50023,119
50033,121
50095,125
50181,126
50103,139
50087,143
50039,143
50111,144
50069,149
50051,151
50067,152
50091,152
50131,155
50121,158
50185,162
50153,164
50085,164
50041,167
50115,179
50049,191
50129,193
50097,200
50167,200
50159,211
50005,214
50139,222
50007,231
50187,238
50183,242
50117,250
50071,254
50081,283
50109,286
50017,294
50151,294
50173,298
50123,307
50057,310
50105,314
50053,316
50025,322
50079,340
50133,345
50147,371
50021,410
50099,411
50077,413
50000,416
50055,435
50119,535
50003,539
50113,548
50031,554
50045,558
50059,585
50107,618
50145,621
50019,621
50001,635
50089,679
50141,707
50143,710
50179,717
50043,752
50189,754
50009,758
50165,785
50035,789
50177,790
50073,815
50013,829
50063,853
50029,882
50155,1008
50125,1025
50011,1062
50149,1475
50163,2069
50065,2099
50093,3949
50157,4309
50037,4346
51283,0
51205,0
51433,0
51271,0
51327,0
51359,0
51125,0
51105,0
51155,0
51243,0
51383,0
51431,0
51435,0
51095,0
51501,0
51079,0
51411,0
51011,0
51191,0
51229,0
51413,0
51195,0
51109,0
51043,0
51175,0
51369,0
51275,0
51461,0
51103,0
51069,0
51377,0
51447,0
51197,0
51385,0
51445,0
51151,0
51211,0
51031,0
51483,0
51267,0
51247,0
51081,0
51065,0
51319,0
51017,0
51087,0
51129,0
51207,0
51391,0
51305,0
51999,0
51399,0
51107,0
51371,0
51333,0
51357,0
51111,0
51075,0
51505,0
51237,0
51389,0
51465,0
51115,0
51171,0
51437,0
51507,0
51163,0
51153,0
51127,0
51077,0
51475,0
51417,0
51023,0
51117,0
51255,0
51169,0
51463,0
51119,0
51003,0
51159,0
51425,0
51341,0
51047,0
51165,0
51009,0
51161,0
51083,11
51177,11
51057,11
51287,12
51307,12
51193,12
51297,12
51015,12
51313,13
51225,13
51259,13
51495,13
51429,14
51093,14
51285,14
51387,15
51289,15
51489,15
51059,15
51405,16
51253,16
51149,16
51395,16
51035,17
51335,17
51131,18
51239,19
51343,19
51219,20
51089,20
51353,20
51281,21
51487,21
51143,21
51323,21
51063,22
51145,22
51403,22
51123,23
51055,24
51379,24
51051,24
51315,25
51427,25
51133,25
51185,25
51503,26
51337,27
51415,27
51279,28
51331,28
51473,28
51019,28
51449,29
51071,29
51397,30
51477,31
51325,31
51299,32
51013,32
51025,33
51227,33
51293,34
51365,34
51481,36
51419,36
51007,38
51223,38
51273,39
51179,41
51455,41
51233,42
51265,43
51053,47
51457,49
51479,50
51189,50
51351,50
51493,55
51049,57
51067,58
51217,63
51209,64
51499,65
51459,67
51467,71
51091,72
51407,73
51249,74
51099,76
51097,77
51001,79
51401,81
51329,83
51147,84
51321,86
51497,87
51187,87
51203,93
51347,94
51135,95
51349,102
51409,107
51363,107
51221,108
51073,108
51471,117
51257,123
51469,129
51441,130
51213,131
51005,132
51199,132
51277,135
51021,139
51381,139
51291,140
51041,148
51241,152
51373,161
51139,181
51423,193
51157,200
51061,202
51451,203
51361,209
51037,222
51183,234
51367,244
51231,254
51085,256
51485,264
51215,269
51491,271
51181,282
51375,337
51309,341
51039,342
51167,344
51141,344
51121,346
51251,359
51303,432
51027,464
51245,559
51339,646
51355,692
51453,1111
51029,1961
51113,2841
51439,2866
51201,3240
52033,0
52029,0
52055,0
52031,0
52025,13
52001,16
52015,17
52017,19
52037,19
52023,26
52043,26
52019,35
52047,36
52051,42
52013,52
52007,59
52027,61
52039,67
52999,75
52041,86
52005,146
52045,175
52003,188
52021,221
52053,322
52011,466
52049,731
52057,892
52035,2148
53009,41
53013,103
53001,123
53000,190
53017,193
53005,206
53019,217
53025,246
53003,260
53015,384
53021,464
53023,484
53027,486
53011,971
53007,1190
55610,0
55775,0
55091,0
55045,0
55017,11
55678,12
55043,13
55103,16
55735,18
55685,18
55115,19
55021,21
55036,22
55157,24
55580,24
55181,25
55830,26
55620,26
55075,27
55595,28
55023,31
55127,32
55183,33
55097,35
55101,35
55081,36
55683,38
55145,41
55159,44
55131,44
55133,45
55570,45
55175,45
55530,48
55119,49
55005,50
55063,51
55099,51
55113,51
55007,53
55111,53
55025,53
55049,54
55149,54
55640,56
55515,56
55720,57
55193,62
55065,62
55057,64
55125,66
55750,66
55630,74
55037,76
55840,77
55199,77
55053,80
55011,80
55001,83
55141,85
55079,85
55107,87
55117,92
55510,93
55013,95
55077,101
55093,101
55163,108
55071,109
55033,114
55029,116
55061,117
55137,119
55135,119
55095,121
55069,124
55073,133
55147,134
55083,136
55109,137
55790,138
55085,139
55179,143
55009,143
55660,149
55035,151
55000,151
55730,152
55197,153
55820,162
55003,175
55670,179
55155,183
55690,188
55027,195
55187,198
55165,202
55540,205
55051,210
55015,211
55167,211
55177,222
55173,223
55161,230
55047,233
55019,249
55139,252
55171,255
55031,281
55121,281
55191,284
55520,289
55800,291
55169,296
55067,307
55185,364
55059,365
55153,372
55143,398
55089,404
55105,444
55550,456
55195,494
55087,517
55650,556
55680,593
55590,599
55740,601
55041,623
55770,727
55810,752
55700,840
55760,908
55710,1208
56023,0
56055,20
56069,23
56013,27
56000,33
56043,38
56059,43
56019,52
56001,54
56051,79
56075,109
56037,112
56039,117
56049,125
